instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,NOTES,courses,Unnamed: 32,Unnamed: 33,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿stl.mo.0062,﻿church,﻿St. Ferdinand's Church,"﻿Sernon, one Sunday in English, the other in French",,,,,﻿St. Louis County,﻿Florissant,﻿Florissant,﻿MO,﻿MO,38.80672647,-90.35444261,,,,﻿jud_van-assche_901,﻿Rev.,﻿Judocus Van Assche,﻿S.J.,,,,,,,1838,﻿https://www.stferdinandstl.org/history,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.0066,﻿church,﻿St. Michael's,﻿Sermon in English and French,,,,﻿Madison County,﻿Madison County,﻿Frederick Town,﻿Fredericktown,﻿MO,﻿MO,37.56005085,-90.29888383,,,,﻿fra_celini_901,﻿Rev.,﻿Francis Celini,,,,,,,,1838,﻿https://stmichaelfredericktown.com/history,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.0066,﻿station,﻿St. Michael's,﻿Sermon in English and French,,,,﻿Madison County,﻿Madison County,﻿Frederick Town,﻿Fredericktown,﻿MO,,37.56005085,-90.29888383,,,,,,,,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.9002,﻿church,﻿St. Peter's Church,﻿Sermon in English,,﻿Gravois Settlement,,,﻿Morgan County,,﻿Gravois Mill,﻿MO,﻿MO,38.30918822,-92.82273654,,,﻿[visited] once a month [by] Rev. Francis B. Jamison,﻿fra_b_jamison_902,﻿Rev.,﻿Francis B. Jamison,,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.9002,﻿station,﻿St. Peter's Church,﻿Sermon in English,,﻿Westphalia Settlement,,﻿Gasconade County,﻿Morgan County,,﻿Gravois Mill,﻿MO,,38.30918822,-92.82273654,,,﻿attended twice a year by the Rev. Clergy of St. Charles,,,,,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.9002,﻿station,﻿St. Peter's Church,﻿Sermon in English,,﻿Mary Creek,,﻿Gasconade County,﻿Morgan County,,﻿Gravois Mill,﻿MO,,38.30918822,-92.82273654,,,﻿attended twice a year by the Rev. Clergy of St. Charles,,,,,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.9002,﻿station,﻿St. Peter's Church,﻿Sermon in English,,﻿Mary Creek,,﻿Montgomery County,﻿Morgan County,﻿New Boston,﻿Gravois Mill,﻿MO,,38.30918822,-92.82273654,,,﻿attended twice a year by the Rev. Clergy of St. Charles,,,,,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.9002,﻿station,﻿St. Peter's Church,﻿Sermon in English,﻿church to be built,﻿Mary Creek,,﻿Boone County,﻿Morgan County,﻿Rocheport,﻿Gravois Mill,﻿MO,,38.30918822,-92.82273654,,,﻿attended twice a year by the Rev. Clergy of St. Charles,,,,,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.9002,﻿station,﻿St. Peter's Church,﻿Sermon in English,﻿church to be built,﻿Mary Creek,,﻿Boone County,﻿Morgan County,﻿Fayette,﻿Gravois Mill,﻿MO,,38.30918822,-92.82273654,,,﻿attended twice a year by the Rev. Clergy of St. Charles,,,,,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.9002,﻿station,﻿St. Peter's Church,﻿Sermon in English,﻿church to be built,﻿Mary Creek,,﻿Boone County,﻿Morgan County,﻿Franklin,﻿Gravois Mill,﻿MO,,38.30918822,-92.82273654,,,﻿attended twice a year by the Rev. Clergy of St. Charles,,,,,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.9002,﻿station,﻿St. Peter's Church,﻿Sermon in English,﻿church to be built,﻿Mary Creek,,﻿Boone County,﻿Morgan County,﻿Booneville,﻿Gravois Mill,﻿MO,,38.30918822,-92.82273654,,,﻿attended twice a year by the Rev. Clergy of St. Charles,,,,,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.9002,﻿station,﻿St. Peter's Church,﻿Sermon in English,﻿church to be built,﻿Mary Creek,,﻿Boone County,﻿Morgan County,﻿Columbia,﻿Gravois Mill,﻿MO,,38.30918822,-92.82273654,,,﻿attended twice a year by the Rev. Clergy of St. Charles,,,,,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.9002,﻿station,﻿St. Peter's Church,﻿Sermon in English,﻿church to be built,﻿Mary Creek,,﻿Boone County,﻿Morgan County,﻿Jefferson,﻿Gravois Mill,﻿MO,,38.30918822,-92.82273654,,,﻿attended twice a year by the Rev. Clergy of St. Charles,,,,,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.9002,﻿station,﻿St. Peter's Church,﻿Sermon in English,﻿church to be built,﻿Mary Creek,,﻿Boone County,﻿Morgan County,﻿Fulton,﻿Gravois Mill,﻿MO,,38.30918822,-92.82273654,,,﻿attended twice a year by the Rev. Clergy of St. Charles,,,,,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.9002,﻿station,﻿St. Peter's Church,﻿Sermon in English,﻿church to be built,﻿Lay Creek,,﻿Boone County,﻿Morgan County,﻿Fulton,﻿Gravois Mill,﻿MO,,38.30918822,-92.82273654,,,﻿attended twice a year by the Rev. Clergy of St. Charles,,,,,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.9002,﻿station,﻿St. Peter's Church,﻿Sermon in English,﻿church to be built,﻿Lay Creek,,﻿Boone County,﻿Morgan County,﻿Burbus,﻿Gravois Mill,﻿MO,,38.30918822,-92.82273654,,,﻿attended twice a year by the Rev. Clergy of St. Charles,,,,,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.9002,﻿station,﻿St. Peter's Church,﻿Sermon in English,﻿church to be built,﻿Côte sans dessin,,﻿Boone County,﻿Morgan County,﻿Burbus,﻿Gravois Mill,﻿MO,,38.30918822,-92.82273654,,,﻿attended twice a year by the Rev. Clergy of St. Charles,,,,,,,,,,,1838,"﻿This road in Fulton, near the area with one of the other stations, shares a name with this station. It stands to reason that maybe this station was once a small station or visiting place near Fulton. https://www.zillow.com/homedetails/1209-Cote-Sans-Dessein-Rd-Fulton-MO-65251/110386557_zpid/",,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.9002,﻿station,﻿St. Peter's Church,﻿Sermon in English,﻿church to be built,﻿Martha's Ville,,﻿Boone County,﻿Morgan County,﻿Burbus,﻿Gravois Mill,﻿MO,,38.30918822,-92.82273654,,,﻿attended twice a year by the Rev. Clergy of St. Charles,,,,,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.9002,﻿station,﻿St. Peter's Church,﻿Sermon in English,﻿church to be built,﻿Bailey's Creek,,﻿Boone County,﻿Morgan County,﻿Burbus,﻿Gravois Mill,﻿MO,,38.30918822,-92.82273654,,,﻿attended twice a year by the Rev. Clergy of St. Charles,,,,,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.9002,﻿station,﻿St. Peter's Church,﻿Sermon in English,﻿church to be built,﻿French Village,,﻿Boone County,﻿Morgan County,﻿Burbus,﻿Gravois Mill,﻿MO,,38.30918822,-92.82273654,,,﻿attended twice a year by the Rev. Clergy of St. Charles,,,,,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.9002,﻿station,﻿St. Peter's Church,﻿Sermon in English,﻿church to be built,﻿French Village,,﻿Washington County,﻿Morgan County,﻿Burbus,﻿Gravois Mill,﻿MO,,38.30918822,-92.82273654,,,﻿attended twice a year by the Rev. Clergy of St. Charles,,,,,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.9002,﻿station,﻿St. Peter's Church,﻿Sermon in English,﻿church to be built,﻿Hancock Prairie,,﻿Washington County,﻿Morgan County,﻿Burbus,﻿Gravois Mill,﻿MO,,38.30918822,-92.82273654,,,﻿attended twice a year by the Rev. Clergy of St. Charles,,,,,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.9002,﻿station,﻿St. Peter's Church,﻿Sermon in English,﻿church to be built,﻿Hancock Prairie,,﻿Washington County,﻿Morgan County,﻿Mount Pleasant,﻿Gravois Mill,﻿MO,,38.30918822,-92.82273654,,,﻿attended twice a year by the Rev. Clergy of St. Charles,,,,,,,,,,,1838,"﻿https://en.wikipedia.org/wiki/Mount_Pleasant,_Missouri",,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.9002,﻿station,﻿St. Peter's Church,﻿Sermon in English,﻿church to be built,﻿Hancock Prairie,,﻿Washington County,﻿Morgan County,﻿Merimac,﻿Gravois Mill,﻿MO,,38.30918822,-92.82273654,,,﻿attended twice a year by the Rev. Clergy of St. Charles,,,,,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.0103,﻿church,﻿St. John the Baptist,English,,,,,﻿New Madrid County,﻿New Madrid,﻿New Madrid,﻿MO,﻿MO,36.58754291,-89.5288075,,﻿visited occasionally by Rev. John Bouillier,,﻿joh_bouillier_901,﻿Rev.,﻿John Bouillier,,,,,,,,1838,"﻿https://icnewmadrid.com/church-history ; 1833 almanac mentions no name for the church, but the 1860s/70s almanacs mention a St. John. The church site says that said church(es) came after the war. This means that this one in the 1833 almanac is likely the precursor.",,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.0106,﻿church,﻿St. Joachim,﻿Sermon in English and French,,,,﻿Washington County,﻿Washington County,﻿Old Mines,﻿Cadet,﻿MO,﻿MO,38.01610185,-90.75673622,,,,﻿p_doutreluigne_901,﻿Rev.,﻿P. Doutreluigne,﻿C.M.,,,,,,,1838,﻿http://www.oldmines.org/church.html ; https://stjoachim.org/,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.0106,﻿church,﻿St. Joachim,﻿Sermon in English and French,,,,﻿Washington County,﻿Washington County,﻿Old Mines,﻿Cadet,﻿MO,,38.01610185,-90.75673622,,,,,﻿Rev.,﻿John Brands,﻿C.M.,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.0106,﻿chapel,﻿Chapel of St. Stephen,﻿Sermon in English and French,,,,﻿Washington County,﻿Washington County,﻿Richwood,﻿Cadet,﻿MO,,38.01610185,-90.75673622,,,,,﻿Rev.,﻿P. Doutreluigne,﻿C.M.,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.0106,﻿chapel,﻿Chapel of St. Stephen,﻿Sermon in English and French,,,,﻿Washington County,﻿Washington County,﻿Richwood,﻿Cadet,﻿MO,,38.01610185,-90.75673622,,,,,﻿Rev.,﻿John Brands,﻿C.M.,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.0106,﻿station,﻿Chapel of St. Stephen,﻿Sermon in English and French,,﻿Vale's Mines,,﻿Washington County,﻿Washington County,﻿Richwood,﻿Cadet,﻿MO,,38.01610185,-90.75673622,,,,,﻿Rev.,﻿P. Doutreluigne,﻿C.M.,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.0106,﻿station,﻿Chapel of St. Stephen,﻿Sermon in English and French,,﻿Vale's Mines,,﻿Washington County,﻿Washington County,﻿Richwood,﻿Cadet,﻿MO,,38.01610185,-90.75673622,,,,,﻿Rev.,﻿John Brands,﻿C.M.,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.0114,﻿church,﻿St. Francis of Assisium,﻿Sermon in French and occasionally English,,,,﻿St. Charles County,﻿St. Charles County,﻿Portage des Sioux,﻿Portage des Sioux,﻿MO,﻿MO,38.92563742,-90.34453673,,,,,,,,,,,,,,1838,"﻿https://en.wikipedia.org/wiki/Portage_Des_Sioux,_Missouri",,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.0115,﻿church,not recorded,﻿Sermon in English,,,,,﻿Washington County,﻿Potosi Mines,﻿Potosi,﻿MO,﻿MO,37.93719027,-90.78632244,,,,﻿l_tucker_901,﻿Rev.,﻿L. Tucker,,,,,,,,1838,﻿https://www.mindat.org/photo-1373569.html ; https://www.stjames-potosi.org/our-parish/parish-history,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.0115,﻿station,not recorded,﻿Sermon in English,,"﻿Obuchon's Settlement, Big River",,,﻿Washington County,﻿Potosi Mines,﻿Potosi,﻿MO,,37.93719027,-90.78632244,,﻿attended by Rev. L. Tucker,,,﻿Rev.,﻿L. Tucker,,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.0115,﻿station,not recorded,﻿Sermon in English,,﻿Simmer's Settlement,,,﻿Washington County,﻿Potosi Mines,﻿Potosi,﻿MO,,37.93719027,-90.78632244,,﻿attended by Rev. L. Tucker,,,﻿Rev.,﻿L. Tucker,,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.0115,﻿church,﻿St. Ann's,"﻿Sermon in French, once a month",,﻿Petit Canada,,﻿St. Francis County,﻿Washington County,﻿Potosi Mines,﻿Potosi,﻿MO,,37.93719027,-90.78632244,,,,,﻿Rev.,﻿N. Simonin,﻿C.M.,,,,,,,1838,﻿https://www.hmdb.org/m.asp?m=229207,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.0135,﻿church,﻿St. Paul's,﻿Sermon in English,,,,﻿Ralls County,﻿Ralls County,﻿Salt River,﻿Center,﻿MO,﻿MO,39.50249701,-91.60618174,,,,﻿pet_lefevre_901,﻿Rev.,﻿Peter Lefevre,,,"﻿also visits the following counties: Pike, Lincoln, Monroe, Marion, Lewis, Clarke and Shelby",,,,,1838,"﻿Source says the present church was built in 1860, but it stands to reason that if the record goes back this far, another structure stood here before the one still standing. Same name, same location: https://en.wikipedia.org/wiki/St._Paul_Catholic_Church_(Center,_Missouri)",,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.0135,﻿station,﻿St. Paul's,﻿Sermon in English,﻿church building,,,﻿Ralls County,﻿Ralls County,﻿Cincinnatitown,﻿Center,﻿MO,,39.50249701,-91.60618174,,﻿attended by Rev. Peter Lefevre,,,﻿Rev.,﻿Peter Lefevre,,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.9024,﻿station,not recorded,English,,,,﻿Lincoln County,,,,﻿MO,,39.50249701,-91.60618174,,﻿attended by Rev. Peter Lefevre,,﻿pet_lefevre_901,﻿Rev.,﻿Peter Lefevre,,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.9025,﻿station,not recorded,English,﻿church to be built,﻿Sandy Creek,,﻿Monroe County,,,,﻿MO,,39.50249701,-91.60618174,,﻿attended by Rev. Peter Lefevre,,,﻿Rev.,﻿Peter Lefevre,,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.9026,﻿station,not recorded,English,,,,﻿Marion County,,,,﻿MO,,39.50249701,-91.60618174,,﻿attended by Rev. Peter Lefevre,,,﻿Rev.,﻿Peter Lefevre,,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.9027,﻿station,not recorded,English,﻿church to be built,﻿Wyaconda River,,﻿Lewis County,,,,﻿MO,,39.50249701,-91.60618174,,﻿attended by Rev. Peter Lefevre,,,﻿Rev.,﻿Peter Lefevre,,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.9027,﻿station,not recorded,English,﻿church to be built,﻿Half-Indian Tract,,﻿Lewis County,,,,﻿MO,,39.50249701,-91.60618174,,﻿attended by Rev. Peter Lefevre,,,﻿Rev.,﻿Peter Lefevre,,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.0136,﻿church,﻿St. Genevieve,"﻿Sermon in French, and occasionally in English and German",,,,,﻿Sainte Genevieve County,﻿St. Genevieve,﻿St. Genevieve,﻿MO,﻿MO,37.97912503,-90.04695014,,,,﻿f_p_dahmen_901,﻿Rev.,﻿F. P. Dahmen,﻿C.M.,,,,,,,1838,﻿https://www.stegenevieveparish.com/,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.0136,﻿church,﻿St. Genevieve,"﻿Sermon in French, and occasionally in English and German",,,,,﻿Sainte Genevieve County,﻿St. Genevieve,﻿St. Genevieve,﻿MO,,37.97912503,-90.04695014,,,,,﻿Rev.,﻿N. Mignard,,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.9004,﻿church,﻿St. Charles,"﻿Sermon in English and French every Sunday, and occasionally in German",,,,﻿St. Charles County,﻿St. Charles,,,﻿MO,,37.97912503,-90.04695014,,,,﻿j_b_smedts_901,﻿Rev.,﻿J. B. Smedts,﻿S.J.,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿stl.mo.9004,﻿church,﻿St. Charles,"﻿Sermon in English and French every Sunday, and occasionally in German",,,,﻿St. Charles County,﻿St. Charles,,,﻿MO,,37.97912503,-90.04695014,,,,,﻿Rev.,﻿Cornelius W. Walters,﻿S.J.,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿alt.il.0001,﻿church,not recorded,English,﻿church to be erected,,,,,﻿Alton,,﻿MO,,38.8953847,-90.1902021,,"﻿[visited] once a month [by] Rev. Felix Verreydt, S.J.",,﻿fel_verreydt_901,﻿Rev.,﻿Felix Verreydt,﻿S.J.,,,,,,,1838,﻿https://www.facebook.com/altonILsspp/,,,,﻿,﻿,﻿StLouis,StLouis
﻿alt.il.0020,﻿church,﻿Church of the Good Shepherd,﻿Sermon in French,,,,﻿St. Clair's County,﻿St. Clair County,﻿Cahokias,﻿Cahokia Heights,﻿IL,﻿IL,38.5700824,-90.1892805,,,,﻿reg_loisel_901,﻿Rev.,﻿Regis Loisel,,,,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿alt.il.0091,﻿church,﻿St. Augustine's,﻿sermon in English,,﻿English Settlement,,﻿Randolph County,﻿St. Clair County,,﻿Prairie Du Long Township,﻿IL,﻿IL,38.5700824,-90.1892805,,﻿[visited] once a month [by] Rev. Vitalis Van Cloostere,,﻿vit_van-cloostere_901,﻿Rev.,﻿Vitalis Van Cloostere,,,﻿dw. at Prairie du Rocher,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿alt.il.9001,﻿station,not recorded,English,﻿church to be erected,﻿French Village,,﻿St. Clair's County,,,,﻿IL,,38.5700824,-90.1892805,,﻿[visited] once a month [by] Rev. Regis Loisel,,﻿reg_loisel_901,﻿Rev.,﻿Regis Loisel,,,﻿Will be served [when church is completed],,,,,1838,﻿https://stclair-ilgs.org/1881french-village/,,,,﻿,﻿,﻿StLouis,StLouis
﻿alt.il.9001,﻿church,﻿St. Andrew's,﻿Sermon in German,﻿church to be erected,﻿German Settlement,,﻿St. Clair's County,,﻿Teutonia,,﻿IL,,38.5700824,-90.1892805,,,,,﻿Rev.,﻿Charles Mejer,,,﻿attends a vast number of German Catholics scattered through the neighborhood,,,,,1838,,,,,﻿,﻿,﻿StLouis,StLouis
﻿chi.il.0052,﻿church,﻿St. Michael's,﻿Sermon in English,,,,﻿Davis County,﻿Jo Daviess County,﻿Galena,﻿Galena,﻿IL,﻿IL,42.41531383,-90.4304371,,,,﻿sam_mazzuchelli_901,﻿Rev.,﻿Samuel Mazzuchelli,﻿O.P.,,,,,,,1838,"﻿https://en.wikipedia.org/wiki/Saint_Michael%27s_Catholic_Church_(Galena,_Illinois)",,,,﻿,﻿,﻿StLouis,StLouis
﻿alt.il.0050,﻿church,﻿St. Patrick's,English,,,,,﻿Jersey County,﻿Grafton,﻿Grafton,﻿IL,,42.41531383,-90.4304371,,,,,﻿Rev.,﻿F. L. Verreydt,,,,,,,,1838,﻿https://jerseycountycatholicchurches.org/churches/st-patricks/,,,,﻿,﻿,﻿StLouis,StLouis
﻿alt.il.0053,﻿church,not recorded,English,﻿church to be erected,﻿James' Mills,,﻿Monroe County,,,﻿Harrisonville,﻿IL,﻿IL,38.28670882,-90.34951975,,"﻿visited on the 5th Sunday of the month, by Rev. V. Van Cloostere",,﻿v_van-cloostere_902,﻿Rev.,﻿V. Van Cloostere,,,﻿visited once a month,,,,,1838,﻿https://www.hmdb.org/m.asp?m=226556,,,,﻿,﻿,﻿StLouis,StLouis
﻿alt.il.0059,﻿church,﻿Church of the Conception,﻿Sermon in French and English,,,,,﻿Randolph County,﻿Kaskakia,﻿Kaskakia,﻿IL,﻿IL,37.92209896,-89.91503761,,,,﻿ben_roux_901,﻿Rev.,﻿Benedict Roux,,,,,,,,1838,"﻿https://en.wikipedia.org/wiki/Kaskaskia,_Illinois",,,,﻿,﻿,﻿StLouis,StLouis
﻿alt.il.0199,﻿station,not recorded,English,﻿church to be built,﻿La Cantine,﻿near Cahokias,,,,,,,37.92209896,-89.91503761,,﻿[visited] ocassionally by Rev. R. Loisel,,,﻿Rev.,﻿Regis Loisel,,,,,,,,1838,﻿https://www.jstor.org/stable/pdf/40191361.pdf,,,,﻿,﻿,﻿StLouis,StLouis
