instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,NOTES,courses,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿mob.al.9000,﻿academy,not recorded,English,﻿A new Church,,,,﻿Escambia County,﻿Pensacola,﻿Pensacola,﻿FL,﻿FL,30.41378766,-87.21627056,,,,﻿s_guinand_901,﻿Rev.,﻿S. Guinand,,,,,,,,1836,﻿https://stmichaelbasilica.com/our-history,,﻿,﻿,﻿Mobile,Mobile
﻿sta.fl.0006,﻿academy,not recorded,English,,,,,﻿Nassau County,﻿Fernandina,﻿Fernandina Beach,﻿FL,﻿FL,30.67379678,-81.46152823,,,,﻿#REF!,,,,,,,,,,1836,﻿https://www.ameliaisland.com/places-of-worship/,,﻿,﻿,﻿Mobile,Mobile
﻿sta.fl.0006,﻿academy,not recorded,English,,,,,﻿Nassau County,﻿Fernandina,﻿Fernandina Beach,﻿FL,,30.67379678,-81.46152823,,,,﻿#REF!,,,,,,,,,,1836,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.0035,﻿college,﻿College of Spring Hill,English,"﻿the Faculty is two Professors of Enligh, two of the French, two of the Latin, one of the Spanish, Professor of Mathematics and a Director General of Studiest",﻿seven miles West of the city of Mobile,,,﻿Mobile County,﻿Mobile,﻿Mobile,﻿AL,﻿AL,30.69404201,-88.13786472,,,,﻿mic_portier_901,﻿Right Rev. Dr.,﻿Portier,,﻿Bishop of Mobile,,,,,,1836,,"﻿Two Professors of the English Language, two of the French, two of the Latin and one of the Spanish, a Professor of the Mathematics and a Director General of Studies, constitute the Faculty the Council of the College, under the direction of the founder, Rt. Rev. Dr. Portier, or the President, his Vicar General, to whom are also assigned the duties of the Greek Professorship. It is needless to mention that Geography, Astronomy, History, Rhetoric, Belles Lettres, the elements of Physics and Chemistry, &e. &e. are included in the course of studies. The College of Spring Hill is designed to be essentially classic. All the students, without exception, will pursue according to their age, progress, and the direction of the Council of professors, in connection with other branches, the Study of the Ancient and Modern Languages. The English, however, will be exclusively the language of communication.",﻿,﻿,﻿Mobile,Mobile
﻿mob.al.0035,﻿college,﻿College of Spring Hill,English,"﻿the Faculty is two Professors of Enligh, two of the French, two of the Latin, one of the Spanish, Professor of Mathematics and a Director General of Studiest",﻿seven miles West of the city of Mobile,,,﻿Mobile County,﻿Mobile,﻿Mobile,﻿AL,,30.69404201,-88.13786472,,,,﻿joh_bazin_901,﻿Rev.,﻿John Bazin,,﻿President,,,,,,1836,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.0037,﻿convent and academy,﻿Convent and Academy of the Visitation,English,,,,,﻿Mobile County,﻿Mobile,﻿Mobile,﻿AL,﻿AL,30.69365164,-88.0931224,,,,﻿#REF!,,,,,,,,,,1836,﻿https://en.wikipedia.org/wiki/Convent_and_Academy_of_the_Visitation,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.0037,﻿convent and academy,﻿Convent and Academy of the Visitation,English,,,,,﻿Mobile County,﻿Mobile,﻿Mobile,﻿AL,,30.69365164,-88.0931224,,,,﻿#REF!,,,,,,,,,,1836,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.0037,﻿convent and academy,﻿Convent and Academy of the Visitation,English,,,,,﻿Mobile County,﻿Mobile,﻿Mobile,﻿AL,,30.69365164,-88.0931224,,,,﻿#REF!,,,,,,,,,,1836,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.0037,﻿convent and academy,﻿Convent and Academy of the Visitation,English,,,,,﻿Mobile County,﻿Mobile,﻿Mobile,﻿AL,,30.69365164,-88.0931224,,,,﻿#REF!,,,,,,,,,,1836,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.0037,﻿convent and academy,﻿Convent and Academy of the Visitation,English,,,,,﻿Mobile County,﻿Mobile,﻿Mobile,﻿AL,,30.69365164,-88.0931224,,,,﻿#REF!,,,,,,,,,,1836,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.0037,﻿convent and academy,﻿Convent and Academy of the Visitation,English,,,,,﻿Mobile County,﻿Mobile,﻿Mobile,﻿AL,,30.69365164,-88.0931224,,,,﻿#REF!,,,,,,,,,,1836,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.0037,﻿convent and academy,﻿Convent and Academy of the Visitation,English,,,,,﻿Mobile County,﻿Mobile,﻿Mobile,﻿AL,,30.69365164,-88.0931224,,,,﻿#REF!,,,,,,,,,,1836,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.0037,﻿convent and academy,﻿Convent and Academy of the Visitation,English,,,,,﻿Mobile County,﻿Mobile,﻿Mobile,﻿AL,,30.69365164,-88.0931224,,,,﻿#REF!,,,,,,,,,,1836,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.0037,﻿convent and academy,﻿Convent and Academy of the Visitation,English,,,,,﻿Mobile County,﻿Mobile,﻿Mobile,﻿AL,,30.69365164,-88.0931224,,,,﻿#REF!,,,,,,,,,,1836,,,﻿,﻿,﻿Mobile,Mobile
﻿mob.al.0037,﻿convent and academy,﻿Convent and Academy of the Visitation,English,,,,,﻿Mobile County,﻿Mobile,﻿Mobile,﻿AL,,30.69365164,-88.0931224,,,,﻿#REF!,,,,,,,,,,1836,,,﻿,﻿,﻿Mobile,Mobile
